slang,formal
ngebelai,membelai
ngebenerin,membenarkan
ngide,memberi ide
ngobrolin,membicarakan
ngomonginnya,membicarakan
ngebodohin,membodohi
ngebuang,membuang
ngebunuh,membunuh
nmeme,meme
nmemek,memek
nmikirin,memikirkan
nmemperhatikan,memperhatikan
nmempunyai,mempunyai
ngetag,menandai
nnangis,menangis
ngedance,menari
nmenarilah,menarilah
ngedancenya,menarinya
nnyaleg,mencalonkan legislatif
ngeblend,mencampur
nnyari,mencari
nmencatat,mencatat
nmencerca,mencerca
ngecopros,mencerocos
ngeprint,mencetak
nmendalami,mendalami
ngedeketin,mendekati
nmendengar,mendengar
ngediemin,mendiamkan
nmending,mending
nmnding,mending
ngedorong,mendorong
ngekick,menendang
ngefansnya,mengagumi
nguakak,mengakak
nmengaku,mengaku
nngaku,mengaku
nmengapa,mengapa
ngeblock,mengeblok
ngeblok,mengeblok
ngebom,mengebom
ngecam,mengecam
ngecap,mengecap
ngecekin,mengecek
nngecek,mengecek
ngedip,mengedip
ngegolin,mengegolkan
ngejer,mengejar
ngejek,mengejek
ngelap,mengelap
ngelola,mengelola
ngeluhnya,mengeluhnya
ngembalikan,mengembalikan
ngembang,mengembang
ngemis,mengemis
ngemot,mengemut
ngemut,mengemut
ngenal,mengenal
ngenes,mengenaskan
ngepal,mengepal
ngeper,mengeper
ngepret,mengeprek
ngerem,mengerem
ngerih,mengerikan
nngerjain,mengerjakan
ngerokin,mengerok
ngeroyok,mengeroyok
ngert,mengerti
ngerto,mengerti
ngertikan,mengertikan
ngertilah,mengertilah
ngertinya,mengertinya
ngeteh,mengeteh
ngetes,mengetes
nngetik,mengetik
ngetren,mengetren
ngetok,mengetuk
ngeyel,mengeyel
ngegabungin,menggabungkan
ngganti,mengganti
nggantiin,menggantikan
ngemesin,menggemaskan
nggilani,menggilakan
ngegodain,menggodai
nggonggong,menggonggong
ngehamilin,menghamili
ngehargain,menghargai
ngregani,menghargai
ngidupin,menghidupi
ngehinanya,menghinanya
ngitungnya,menghitungnya
ngibulnya,mengibulnya
ngigau,mengigau
ngiklanin,mengiklankan
ngikut,mengikut
nmengikuti,mengikuti
ngefollowback,mengikuti balik
ngiler,mengiler
ngeimajinasiin,mengimajinasikan
ngimpor,mengimpor
nginden,menginden
nginjak,menginjak
ngintipin,mengintip
ngira,mengira
ngiranya,mengiranya
ngesend,mengirim
ngedm,mengirim pesan
ngisep,mengisap
ngisi,mengisi
ngritik,mengkritik
ngobarkan,mengobarkan
ngobrolnya,mengobrolnya
ngocokin,mengocok
ngecodein,mengodei
ngomonv,mengomong
nngomong,mengomong
nngomongin,mengomongkan
ngomporin,mengompori
ngupii,mengopi
ngopibarengfahri,mengopi bareng fahri
ngopilaah,mengopilah
ngopinya,mengopinya
ngoroknya,mengoroknya
ngotot,mengotot
ngototâ,mengotot
ngoyak,mengoyak
nguap,menguap
ngukur,mengukur
ngulang,mengulang
ngumpet,mengumpet
ngumpulin,mengumpulkan
nguci,mengunci
nguntungin,menguntungkan
ngupas,mengupas
ngurusi,mengurusi
ngurut,mengurut
ngorak,mengusir
ngutangi,mengutangi
nikahkan,menikahkan
nilep,menilap
ninggalkan,meninggalkan
nipu,menipu
nistakan,menistakan
nitip,menitip
nitipin,menitipkan
ngejadiin,menjadikan
ngejaga,menjaga
ngejahit,menjahit
ngejauh,menjauh
ngejauhin,menjauhi
nmenjelang,menjelang
ngejelekin,menjelekkan
njelekkan,menjelekkan
ngejijikin,menjijikkan
ngejorokin,menjorokkan
nongolnya,menongolnya
nojok,menonjok
nonjok,menonjok
nntonin,menonton
nongton,menonton
ngebokep,menonton bokep
nontonbokep,menonton bokep
nmentah,mentah
nmental,mental
nmenteri,menteri
ngetawain,mentertawakan
nmentioned,mentioned
nmentolo,mentolo
ngetuit,mentwit
ngetwit,mentwit
ngetwitt,mentwit
ngtweet,mentwit
ngijolno,menukarkan
nnumpang,menumpang
nnjuk,menunjuk
ngedown,menurun
nnutupin,menutupi
nmenyalahkan,menyalahkan
nnyembah,menyembah
nmenyembelih,menyembelih
nmenyenangkan,menyenangkan
nnyerah,menyerah
nnyuap,menyuap
ngelike,menyukai
nmerah,merah
ngerajut,merajut
ngerakit,merakit
ngerangkap,merangkap
nmerapatlah,merapatlah
nmeratapi,meratapi
ngerawat,merawat
ngerayu,merayu
nmereka,mereka
nmrk,mereka
ngerepotin,merepotkan
ngerettwet,meretweet
ngrogoh,merogoh
ngeroket,meroket
ngeroko,merokok
ngrokok,merokok
ngerugiin,merugikan
ngerumpi,merumpi
ngerusak,merusak
ngrusuhin,merusuhi
nmeski,meski
nmesti,mesti
ngewakilin,mewakili
nmikir,mikir
nmilea,milea
nminat,minat
nminta,minat
nminggu,minggu
ninus,minus
nminyak,minyak
nmirip,mirip
nmiris,miris
nmiskin,miskin
nmisqeen,miskin
nmiskom,miskomunikasi
nmistik,mistik
nmodar,modar
nmohon,mohon
nmother,mother
nmudah,mudah
nmulut,mulut
nmulutmu,mulutmu
nmulutnya,mulutnya
nmunafik,munafik
nmunawar,munawar
nmungkin,mungkin
nmusik,musik
nmuslim,muslim
nnagita,nagita
nnah,nah
nnaha,naha
nnaek,naik
nnaik,naik
nnajis,najis
nnama,nama
nnamanya,namanya
nmun,namun
nnamun,namun
nnanti,nanti
nk,natural killer
nndasmu,ndasmu
nneo,neo
nneomu,neomu
ngn,next generation network
nngakak,ngakak
ngpain,ngapain
ngpn,ngapain
nngapain,ngapain
ngegoblogan,ngegoblokin
ngehe,ngehek
ngentad,ngentot
ngentat,ngentot
ngentod,ngentot
ngentotin,ngentot
ngentoto,ngentot
ngentott,ngentot
nngentot,ngentot
ngentothijab,ngentot orang berhijab
ngerep,ngerap
ngerappnya,ngerapnya
nngerii,ngeri
ngeue,ngewe
nngelu,ngilu
nngilu,ngilu
niiy,nih
nkh,nikah
nnikahannya,nikahannya
nikitakruâ,nikita
nikitakruschev,nikita
nikitamirzani,nikita mirzani
niikmat,nikmat
niqmat,nikmat
nikmati,nikmati
nnimdle,nimdle
nnio,nio
nisanjinan,nisan jinan
nnista,nista
noo,no
nobel,nobel
nohhai,noh hai
nominalnya,nominalnya
nnmor,nomor
nid,nomor identitas
nim,nomor induk mahasiswa
nis,nomor induk siswa
nomornya,nomornya
nnon,non
noona,nona
nonaktifin,nonaktifkan
nongkrongi,nongkrong
nonkrong,nongkrong
nnor,nor
nora,norak
noraa,norak
nosâ,nos
notabane,notabene
notif,notifikasi
novelalana,novel alana
nnow,now
nowpepatahpetitih,now petatah petitih
noer,nur
noerdin,nurdin
nnusantara,nusantara
nnyatanya,nyatanya
nhoalaah,oalah
nok,oke
noke,oke
noks,oke
nombudsman,ombudsman
nomonganmu,omonganmu
ngomongmu,omongmu
nonta,onta
noracle,oracle
norang,orang
norg,orang
norgil,orang gila
nortodox,ortodoks
notak,otak
notaknya,otaknya
noverseas,overseas
npada,pada
npadahal,padahal
npdhal,padahal
npdhl,padahal
npaham,paham
npajak,pajak
npak,pak
npakai,pakai
npakew,pakai
npalingan,palingan
npandai,pandai
npandangan,pandangan
npanik,panik
npansos,panjat sosial
npanji,panji
npantes,pantas
npantesan,pantas
npapa,papa
nparah,parah
nparlimen,parlemen
npartai,partai
npks,partai keadilan sejahtera
nparpol,partai politik
npas,pas
npasangan,pasangan
npasar,pasar
npaspor,paspor
npasti,pasti
npastilah,pastilah
npayah,payah
npecun,pecun
nperduli,peduli
npegangannya,pegangannya
npegawai,pegawai
npekok,pekok
npelaku,pelaku
npembatasan,pembatasan
npembela,pembela
npbrantasan,pemberantasan
npemecah,pemecah
npemerintah,pemerintah
npemilik,pemilik
npemimpin,pemimpin
npenderitaannya,penderitaannya
npengaruh,pengaruh
npengetahuan,pengetahuan
npenghina,penghina
npengusaha,pengusaha
npenjilat,penjilat
npenolong,penolong
nperan,peran
npercayalah,percayalah
npercuma,percuma
npergi,pergi
nperkara,perkara
nperlu,perlu
npernah,pernah
npersib,persib
npersoalan,persoalan
npersoalanya,persoalannya
npertanyaan,pertanyaan
npertanyaannya,pertanyaannya
npln,perusahaan listrik negara
nplaylist,playlist
npliss,please
nplonga,plonga
nplonge,plongo
nplongi,plongo
nplongo,plongo
nplongu,plongo
npohon,pohon
npokoknya,pokoknya
npolitics,politik
npolitikus,politikus
npolitisi,politisi
npopuler,populer
nprabowo,prabowo
npramoedya,pramoedya
npresiden,presiden
nprestas,prestasi
nprofesor,profesor
npromosi,promosi
nproses,proses
nproud,proud
npunya,punya
npush,push
npusing,pusing
nrakyat,rakyat
nramai,ramai
nrampok,rampok
nrasa,rasa
nrasakaah,rasakanlah
nrasanya,rasanya
nrasuah,rasuah
nrasulullah,rasulullah
nrealita,realita
nrealitanya,realitanya
nreformasi,reformasi
nrelevansinya,relevansinya
nresah,resah
nrespondennya,respondennya
nresult,result
nrezim,rezim
nribuan,ribuan
nridwan,ridwan
nright,right
nmoga,semoga
nmonggo,silakan
nnambah,tambah
nmakasih,terima kasih
nkekadang,terkadang
nggo,untuk
nheh,weh
ngkgkgk,wkwk
nkikikikiki,wkwk
ohoo,aha
nyaelah,alah
nying,anjing
nyir,anjir
opoo,apa
paan,apaan
pabila,apabila
palagi,apalagi
pecus,becus
oon,beloon
nunty,bibi
nstupid,bodoh
obos,bohong
pcetar,cetar
paek,dekat
nserang,erang
paporit,favorit
oseng,gongseng
ogut,gue
nurut,ikut
ntuh,itu
ntuuh,itu
nyap,iya
nyoi,iya
nyalah,iyalah
oge,juga
ofis,kantor
outputnya,keluarannya
onyol,konyol
nyuk,kunyuk
pebih,lebih
nsory,maaf
numacem,macam
pacarin,memacari
nyalonin,mencalonkan
nyaleg,mencalonkan anggota legislatif
nyagub,mencalonkan gubernur
nyapres,mencalonkan presiden
nyemil,mencamil
nyemilnya,mencamilnya
nyampur,mencampur
nyariduit,mencari duit
nyarimakan,mencari makanan
nyariin,mencarikan
nyecerrnya,mencecarnya
nyekek,mencekik
nyemplung,mencemplung
nyeritain,menceritakan
nyetak,mencetak
nyicil,mencicil
nyicip,mencicip
nyolok,mencolok
nyuciin,mencucikan
nyuit,mencuit
nyulik,menculik
obrolin,mengobrol
nukar,menukar
nuker,menukar
nulisin,menuliskan
nulisnya,menulisnya
numpuk,menumpuk
nunggak,menunggak
nunggangin,menunggangi
nungging,menungging
nunjukin,menunjukkan
nunjukkin,menunjukkan
nurutin,menuruti
nuzuuk,menusuk
nutup,menutup
nyadarnya,menyadarinya
nyadain,menyadarkan
nyaingin,menyaingi
nyalahain,menyalahkan
nyalakan,menyalakan
nyamar,menyamar
nyamber,menyambar
nyambi,menyambi
nyambungnya,menyambungnya
nyamperin,menyamper
nyanggup,menyanggupi
nyangkud,menyangkut
nyangkut,menyangkut
nyapa,menyapa
nyapu,menyapu
nyasar,menyasar
nyatain,menyatakan
nyebari,menyebarkan
nyebarkan,menyebarkan
nyekolahin,menyekolahkan
nyekolahkan,menyekolahkan
nyelem,menyelam
nyelamatin,menyelamatkan
nyelempit,menyelempit
nyelesein,menyelesaikan
nyelonong,menyelonong
nyembah,menyembah
nyemburin,menyemburkan
nyempil,menyempil
nyenengke,menyenangkan
nyenggol,menyenggol
nyentuh,menyentuh
nyerap,menyerap
nyerbu,menyerbu
nyerobot,menyerobot
nyesal,menyesal
nyetir,menyetir
nyetop,menyetop
nyetriming,menyetreaming
nyewa,menyewa
nyiapin,menyiapkan
nyiapkan,menyiapkan
nyiarin,menyiarkan
nyimpan,menyimpan
nyimpang,menyimpang
nyimpulin,menyimpulkan
nyinggung,menyinggung
nyisain,menyisakan
nyontek,menyontek
nyuapin,menyuapi
nyusun,menyusun
nyusup,menyusup
nukanya,mukanya
nyanmar,myanmar
nsib,nasib
ntral,netral
nyilu,ngilu
nyoh,nih
ntg,nitrogliserin
nrm,non rebreathing mask
nso,north sumatera offshore
nuh,nuh
nyn,nun
nurull,nurul
nrut,nurut
nusantar,nusantara
nusantars,nusantara
nusantra,nusantara
nusantaraexpress,nusantara express
nye,nya
nyee,nya
nyoo,nya
nyanyok,nyanyuk
nyatane,nyatanya
nyri,nyeri
nyrocos,nyerocos
nyinyiir,nyinyir
nyinyit,nyinyir
nyinyiran,nyinyiran
nyungseb,nyungsep
objekâ budaya,objek budaya
oborrakyat,obor rakyat
obrolanekz,obrolan
obrolanpolitik,obrolan politik
ocehinn,ocehan
ob,office boy
ogaah,ogah
ogahjadicebong,ogah jadi cebong
oo,oh
oohh,oh
owwh,oh
ohgong,oh gong
ohiya,oh iya
oia,oh iya
oiya,oh iya
oiyaa,oh iya
omg,oh my god
oya,oh ya
oii,oi
ojo,ojek online
ojol,ojek online
okbaii,ok bye
okokok,oke
okeoce,oke oce
okesip,oke sip
okezonenews,okezone news
oxigen,oksigen
olahan,olahan
olehimamâ,oleh imamnya
olehkerana,oleh karena
olehâ,olehnya
olim,olimpiade
ommakarom,om makar om
ombusman,ombudsman
ombusmin,ombudsman
ombusdmanbancikaleng,ombudsman banci kaleng
omelan,omelan
omonga,omongan
omsetnya,omzetnya
onberkah,on berkah
otw,on the way
ongkir,ongkos kirim
onlen,online
onlenan,online
oss,online single submission
ontabego,onta bego
oprohingya,op rohingya
openbosurabaya,open bo surabaya
openfollow,open follow
oprec,open recruitment
opsisi,oposisi
oppaa,oppa
oppak,oppa
oraang,orang
oran,orang
orgil,orang gila
okb,orang kaya baru
omputeh,orang putih
orangtua,orang tua
orangtuaku,orang tuaku
orangtuanya,orang tuanya
orangutan,orang utan
orangbyg,orang yang
orba,orde baru
ordebaru,orde baru
orbanya,orde barunya
orla,orde lama
orderan,orderan
organic,organik
organisasimahasiswa,organisasi mahasiswa
ormas,organisasi masyarakat
opm,organisasi papua merdeka
osis,organisasi siswa intrasekolah
od,organization development
orthodox,ortodoks
ortodox,ortodoks
ociy,oshi
otakjunkfood,otak junk food
otakny,otaknya
otaknye,otaknya
overjudgement,over judgement
owq,owa
pacare,pacarnya
padakaryatunai,pada karya tunai
padjajaran,padjadjaran
paganis,paganisme
pagaralam,pagar alam
pagicrot,pagi crot
paiit,pahit
paak,pak
pakk,pak
pade,pakde
pakdhe,pakde
palanye,palanya
palapafm,palapa fm
palestin,palestina
palestine,palestina
palibg,paling
palimg,paling
paltiwest,palti west
paluu,palu
panasbumi,panas bumi
pabumnews,panas bumi news
panasan,panasan
pansbung,panasbung
pasnasbung,panasbung
pandangn,pandangan
pannel,panel
panenraya,panen raya
pangeranya,pangerannya
pangkalpinang,pangkal pinang
pansus,panitia khusus
panpel,panitia pelaksana
panwas,panitia pengawas
panwaslu,panitia pengawas pemilu
paanjaang,panjang
panjaangg,panjang
pansos,panjat sosial
pandji,panji
pansela,pantai selatan
oantas,pantas
pantasan,pantas saja
panteslah,pantaslah
pantesnya,pantasnya
panyaweyan,panyaweuyan
papih,papa
papapresident,papa presiden
papahnya,papanya
parbet,parah betul
parleman,parlemen
parte,partai
pdi,partai demokrasi indonesia
partaiparno,partai parno
parpol,partai politik
parpolnya,partai politiknya
parti,party
partipolitik,party politik
pasalnyaâ,pasalnya
paslon,pasangan calon
pascapembangunan,pasca pembangunan
pascolmania,pascol mania
pasrahh,pasrah
pastin,pasti
pastu,pasti
pastiin,pastikan
pastik,pastikan
pastika,pastikan
paspampres,pasukan pengamanan presiden
patriotis,patriotik
paulpogba,paul pogba
pavilion,paviliun
pawanf,pawang
pbwibowo,pb wibowo
pea,peang
pecahin,pecahkan
pdagang,pedagang
pedea,pedean
pedulirohingya,peduli rohingya
peduljkan,pedulikan
pecuh,pejuh
palabuhanratu,pelabuhan ratu
pecinta,pencinta
peciptaan,penciptaan
pdkt,pendekatan
parlente,perlente
peepanjang,perpanjang
pajama,piama
parabowo,prabowo
nrocky,rocky
nrumah,rumah
nrupanya,rupanya
nrupiah,rupiah
nrsak,rusak
nsaat,saat
nsaking,saking
nsangking,saking
nsanking,saking
nsalah,salah
nsalam,salam
nshalat,salat
nsalut,salut
nsama,sama
nsampah,sampah
nsampai,sampai
nsampe,sampai
nsmpe,sampai
nyampek,sampai
nsang,sang
nsangat,sangat
nsanggup,sanggup
nsans,santai
nsarap,sarap
nsasaran,sasaran
nsatu,satu
nsaya,saya
nsayang,sayang
nsayangnya,sayangnya
nscroll,scroll
nsebab,sebab
nsebagai,sebagai
nsebagian,sebagian
nsebel,sebal
nsebentar,sebentar
nsebut,sebut
nsecara,secara
nsedang,sedang
nsedangkan,sedangkan
nsedikit,sedikit
nsegera,segera
nsehari,sehari
nsehingga,sehingga
nshg,sehingga
nseikhlasnya,seikhlasnya
nseingat,seingat
nsejahtera,sejahtera
nsekali,sekali
nsekalinya,sekalinya
nsekarang,sekarang
nskrng,sekarang
nseketika,seketika
nsekola,sekolah
nselain,selain
nselama,selama
nselamat,selamat
nsementara,sementara
nsemoga,semoga
nsmoga,semoga
nsempak,sempak
nsemua,semua
nsemuanya,semuanya
nsemut,semut
nsendiri,sendiri
nsendu,sendu
nsenior,senior
nsenja,senja
nsenpai,senpai
nsensasi,sensasi
nseorang,seorang
nsepandai,sepandai
nsepatutnya,sepatutnya
nsepele,sepele
nsepertinya,sepertinya
nyepong,sepong
nserasa,serasa
nsesuai,sesuai
nset,set
nsetahu,setahu
nsetau,setahu
nsetahun,setahun
nsetelah,setelah
nsetuju,setuju
nseungri,seungri
nshaloom,shaloom
nshio,shio
nshioayam,shio ayam
nshuush,shush
nsial,sial
nsiapa,siapa
nsiapakah,siapakah
nsiapapun,siapapun
nsibuk,sibuk
nsikap,sikap
nsimpel,simpel
nsing,sing
nsitu,situ
nsitus,situs
nslamet,slamet
nsoalnya,soalnya
nsok,sok
nsotoy,sotoy
nspt,spt
nzzeezzsstt,sst
nsuara,suara
nsuatu,suatu
nsudah,sudah
nudah,sudah
nsuka,suka
nsukmakumati,sukmaku mati
nsukses,sukses
nsunan,sunan
nsungjin,sungjin
nsupaya,supaya
nsuporter,suporter
nsure,sure
nsusah,susah
nsutradaranya,sutradaranya
nsyariah,syariat
nsydney,sydney
nsyiah,syiah
ntadi,tadi
ntdi,tadi
ntag,tag
ntai,tai
ntak,tak
ntakut,takut
ntnggal,tanggal
ntanya,tanya
ntapi,tapi
ntp,tapi
ntpi,tapi
ntas,tas
ntawa,tawa
nteco,teco
nteh,teh
ntv,televisi
ntelor,telur
nteman,teman
ntemen,teman
ntempat,tempat
ntempe,tempe
ntka,tenaga kerja asing
ntenang,tenang
ntentunya,tentunya
nterbatasnya,terbatasnya
nyantol,tercantol
ntergabung,tergabung
nterik,terik
nterima,terima
nuhun,terima kasih
nterjadilah,terjadilah
nterkutuk,terkutuk
nterlepas,terlepas
ntermasuk,termasuk
nternyata,ternyata
ntrnyta,ternyata
nteroris,teroris
nyelip,terselip
nterserak,terserak
nttd,tertanda
nterus,terus
ntrus,terus
ntetap,tetap
ntetapi,tetapi
nthai,thai
nthats,thats
ntiada,tiada
ntiap,tiap
ntiba,tiba
ntdk,tidak
ntidak,tidak
ntydack,tidak
ntidur,tidur
ntimnas,tim nasional
ntimnya,timnya
ntipikal,tipikal
ntolak,tolak
ntolol,tolol
ntomohon,tomohon
ntong,tong
ntonton,tonton
ntontong,tontong
ntop,top
ntradisi,tradisi
ntrisakti,trisakti
ntua,tua
ntugas,tugas
ntuhan,tuhan
ntulisan,tulisan
ntulisanya,tulisannya
ntunjukin,tunjukkan
ntutup,tutup
nucapan,ucapan
nuda,uda
nujung,ujung
nulama,ulama
numat,umat
nunsur,unsur
ntuk,untuk
nuntuk,untuk
nuntung,untung
opss,ups
nusut,usut
pampir,vampir
nvideo,video
nwedeeh,waduh
nwahh,wah
nwahabi,wahabi
nwajahmu,wajahmu
nwajar,wajar
nwaktu,waktu
nwaktulah,waktulah
oalah,walah
oalahh,walah
owalah,walah
nwalau,walau
nwallahu,wallahu
nwaspada,waspada
nwaspadalah,waspadalah
nwti,west texas intermediate
nwhen,when
nwilayah,wilayah
nwindy,windy
nwkwk,wkwk
nwkwkwk,wkwk
nwkwkwkwk,wkwk
nwoojinprk,woojin park
nww,ww
nyasudah,ya sudah
nyahudi,yahudi
nyg,yang
nyanyk,yanyk
nyehonatan,yehonatan
nyehoshua,yehoshua
nyehoyada,yehoyada
nyohanes,yohanes
nyou,you
nzaman,zaman
pegimana,bagaimana
pegimane,bagaimana
pekok,bodoh
philipina,filipina
pelmnye,filmnya
phiraun,firaun
phobia,fobia
pengeen,ingin
pengennya,inginnya
penangulangi,menanggulangi
pekaes,partai keadilan sejahtera
pekaos,partai keadilan sejahtera
perindo,partai persatuan indonesia
peyang,peang
pendemo,pedemo
peling,peeling
pegel,pegal
pejoy,pejuh
perkerja,pekerja
perkerjaan,pekerjaan
pelajarin,pelajari
phelana,pelana
pelanggaan,pelanggan
pelangganya,pelanggannya
pencurangan,pelanggaran
pelangiâ,pelanginya
pelidung,pelindung
pelndung,pelindung
perlombongan,pelombongan
pelototin,pelototi
perlukan,pelukan
pemahamanny,pemahamannya
pesepakbola,pemain sepak bola
pemakaianâ,pemakaiannya
pematangaiantar,pematangsiantar
pembangang,pembangkang
pembagunan,pembangunan
pembataian,pembantaian
pembokat,pembantu
pembawah,pembawa
pembrantasan,pemberantasan
pembrontak,pemberontak
pembrontakan,pemberontakan
pembicaran,pembicaraan
pembaziran,pemborosan
pemegangsaham,pemegang saham
pemerinth,pemerintah
pemda,pemerintah daerah
pemkab,pemerintah kabupaten
pemkot,pemerintah kota
pemprov,pemerintah provinsi
penfitnah,pemfitnah
pemilu,pemilihan umum
pemimpim,pemimpin
pemimpindarimasjid,pemimpin dari masjid
pemimpinkafir,pemimpin kafir
pemimpinmilenial,pemimpin milenial
pemimpimnya,pemimpinnya
pelatnas,pemusatan latihan nasional
pemuteran,pemutaran
phk,pemutusan hubungan kerja
pentadbiran,penadbiran
penasehat,penasihat
pencapresan,pencalonan presiden
pencapain,pencapaian
pencitraa,pencitraan
percitraan,pencitraan
pencitraanmeikarta,pencitraan meikarta
pendikan,pendidikan
pendukug,pendukung
pendungaun,pendunguan
penegakkan,penegakan
penerbitmizan,penerbit mizan
penterjemah,penerjemah
pengkaderan,pengaderan
pengakhiranya,pengakhirannya
pengalamanya,pengalamannya
pengguran,pengangguran
penganiyayaan,penganiayaan
pengawean,pengawetan
pengembngan,pengembangan
pengerok,pengeruk
pengetahuannyanoleh,pengetahuannya oleh
pengabungan,penggabungan
penggallah,penggalah
pengidola,penggemar
penghalangny,penghalangnya
pernghargaan,penghargaan
pemghuni,penghuni
pengingkutnya,pengikutnya
penginderaan,pengindraan
penghianat,pengkhianat
penghiyanat,pengkhianat
penghianatan,pengkhianatan
pengkotbah,pengkhotbah
pengumpylan,pengumpulan
penfungsi,pengungsi
pengerusi,pengurus
penghutang,pengutang
penjajh,penjajah
pejarakan,penjarakan
penodaanâ agama,penodaan agama
penyalah,penyalahgunaan
pendrive,penyetir
perkloter,per kelompok terbang
peramg,perang
peranin,perankan
perati,peranti
perda,peraturan daerah
pergub,peraturan gubernur
perpes,peraturan presiden
perpres,peraturan presiden
perbaiakan,perbaikan
perbezaan,perbedaan
percayag,percaya
percayaganjaryasin,percaya ganjar yasin
pelakor,perebut laki orang
perempuann,perempuan
pergerakkan,pergerakan
peripenyihiran,peri penyihiran
perikanen,perikanan
perio,periodontik
peristiw,peristiwa
pertiwa,peristiwa
pembeatan,perjanjian
permesta,perjuangan rakyat semesta
perkembagan,perkembangan
perkin,perkumpulan kinologi indonesia
perlombaanâ,perlombaannya
permainin,permainan
penah,pernah
persedian,persediaan
persekusii,persekusi
perslib,persib
perssib,persib
persibjuara,persib juara
petahana,pertahanan
pertamakalinya,pertama kalinya
petamina,pertamina
pertanyaanya,pertanyaannya
pertikai,pertikaian
pertunjukanâ seni,pertunjukan seni
peruaahaan,perusahaan
perusahaany,perusahaannya
pendajal,perusak
penghutangan,perutangan
perutmya,perutnya
perutnye,perutnya
perjinahan,perzinaan
perzinahan,perzinaan
pesantten,pesantren
pete,petai
petikpari,petik pari
petromax,petromaks
picek,picek
perancis,prancis
persentasikan,presentasikan
peresiden,presiden
peribadi,pribadi
pfi,private finance initiative
pem,protein energy malnutrition
petet,sipit
tenan,benaran
telponan,bertelepon
terkaga,enggak banget
tawain,ketawai
temlen,lini masa
