"text";"orders";"orders_str";"num_items";"grand_total"
"dua naget vanilla rp 14000 + ice kacang rp 5500";"[{""product"":""naget vanilla"",""quantity"":2,""price"":14000,""total_price"":28000},{""product"":""ice kacang"",""quantity"":1,""price"":5500,""total_price"":5500}]";"naget vanilla:2:14000|ice kacang:1:5500";"2";"33500"
"kak 3 cocolapa 26000 dan 2 porsi capucinno smoothies 38000";"[{""product"":""cocolapa"",""quantity"":3,""price"":26000,""total_price"":78000},{""product"":""capucinno smoothies"",""quantity"":2,""price"":38000,""total_price"":76000}]";"cocolapa:3:26000|capucinno smoothies:2:38000";"2";"154000"
"wkwk 2 sayur bayam Rp42500";"[{""product"":""sayur bayam"",""quantity"":2,""price"":42500,""total_price"":85000}]";"sayur bayam:2:42500";"1";"85000"
"wkwk mie atjeh spesial otako Rp19500 sama dua kangkung goreng krispi 26500";"[{""product"":""mie atjeh spesial otako"",""quantity"":1,""price"":19500,""total_price"":19500},{""product"":""kangkung goreng krispi"",""quantity"":2,""price"":26500,""total_price"":53000}]";"mie atjeh spesial otako:1:19500|kangkung goreng krispi:2:26500";"2";"72500"
"1 bsb vanila Rp41000";"[{""product"":""bsb vanila"",""quantity"":1,""price"":41000,""total_price"":41000}]";"bsb vanila:1:41000";"1";"41000"
"kak satu daebak cheezy hot chicken wings rp 15500";"[{""product"":""daebak cheezy hot chicken wings"",""quantity"":1,""price"":15500,""total_price"":15500}]";"daebak cheezy hot chicken wings:1:15500";"1";"15500"
"kastengel rp 30500 + chiffon pandan slice Rp11500 + 2 bbq steakhouse whopper Rp4000";"[{""product"":""kastengel"",""quantity"":1,""price"":30500,""total_price"":30500},{""product"":""chiffon pandan slice"",""quantity"":1,""price"":11500,""total_price"":11500},{""product"":""bbq steakhouse whopper"",""quantity"":2,""price"":4000,""total_price"":8000}]";"kastengel:1:30500|chiffon pandan slice:1:11500|bbq steakhouse whopper:2:4000";"3";"50000"
"wkwk seporsi original hotdog Rp47000";"[{""product"":""original hotdog"",""quantity"":1,""price"":47000,""total_price"":47000}]";"original hotdog:1:47000";"1";"47000"
"wkwk 1 bubble rp 26500";"[{""product"":""bubble"",""quantity"":1,""price"":26500,""total_price"":26500}]";"bubble:1:26500";"1";"26500"
"kak satu nasi campur adam 27500";"[{""product"":""nasi campur adam"",""quantity"":1,""price"":27500,""total_price"":27500}]";"nasi campur adam:1:27500";"1";"27500"
"wkwk tiga tenderloin crispy Rp7000";"[{""product"":""tenderloin crispy"",""quantity"":3,""price"":7000,""total_price"":21000}]";"tenderloin crispy:3:7000";"1";"21000"
"wkwk udang cha jamur 44000";"[{""product"":""udang cha jamur"",""quantity"":1,""price"":44000,""total_price"":44000}]";"udang cha jamur:1:44000";"1";"44000"
"kak dua choco cola 33000";"[{""product"":""choco cola"",""quantity"":2,""price"":33000,""total_price"":66000}]";"choco cola:2:33000";"1";"66000"
"kak cue selar kuning Rp33000 sama seporsi bebek goreng abang Rp43000";"[{""product"":""cue selar kuning"",""quantity"":1,""price"":33000,""total_price"":33000},{""product"":""bebek goreng abang"",""quantity"":1,""price"":43000,""total_price"":43000}]";"cue selar kuning:1:33000|bebek goreng abang:1:43000";"2";"76000"
"ayam panggang rp 27500 + beef bulgogi 45000 + 3 milo bomb s 49000";"[{""product"":""ayam panggang"",""quantity"":1,""price"":27500,""total_price"":27500},{""product"":""beef bulgogi"",""quantity"":1,""price"":45000,""total_price"":45000},{""product"":""milo bomb s"",""quantity"":3,""price"":49000,""total_price"":147000}]";"ayam panggang:1:27500|beef bulgogi:1:45000|milo bomb s:3:49000";"3";"219500"
"kak seporsi ayam tiga rasa 4500";"[{""product"":""ayam tiga rasa"",""quantity"":1,""price"":4500,""total_price"":4500}]";"ayam tiga rasa:1:4500";"1";"4500"
"kak dua es nutri sariblewah Rp8000";"[{""product"":""es nutri sariblewah"",""quantity"":2,""price"":8000,""total_price"":16000}]";"es nutri sariblewah:2:8000";"1";"16000"
"wkwk brem rp 6000 sama tiga choco cheese with coca cola rp 23500";"[{""product"":""brem"",""quantity"":1,""price"":6000,""total_price"":6000},{""product"":""choco cheese with coca cola"",""quantity"":3,""price"":23500,""total_price"":70500}]";"brem:1:6000|choco cheese with coca cola:3:23500";"2";"76500"
"topping chocolatte rp 4500";"[{""product"":""topping chocolatte"",""quantity"":1,""price"":4500,""total_price"":4500}]";"topping chocolatte:1:4500";"1";"4500"
"wkwk kiwi  pineapple m rp 12500";"[{""product"":""kiwi  pineapple m"",""quantity"":1,""price"":12500,""total_price"":12500}]";"kiwi  pineapple m:1:12500";"1";"12500"
"kak 4 jamur tiram goreng tepung 10500";"[{""product"":""jamur tiram goreng tepung"",""quantity"":4,""price"":10500,""total_price"":42000}]";"jamur tiram goreng tepung:4:10500";"1";"42000"
"drumband ramen 7000";"[{""product"":""drumband ramen"",""quantity"":1,""price"":7000,""total_price"":7000}]";"drumband ramen:1:7000";"1";"7000"
"2 krupuk puli rp 11000 + 2 porsi pokat kerok milo 30500 + 1 set kaya butter french toast rp 41000";"[{""product"":""krupuk puli"",""quantity"":2,""price"":11000,""total_price"":22000},{""product"":""pokat kerok milo"",""quantity"":2,""price"":30500,""total_price"":61000},{""product"":""set kaya butter french toast"",""quantity"":1,""price"":41000,""total_price"":41000}]";"krupuk puli:2:11000|pokat kerok milo:2:30500|set kaya butter french toast:1:41000";"3";"124000"
"dua carbonara Rp24000";"[{""product"":""carbonara"",""quantity"":2,""price"":24000,""total_price"":48000}]";"carbonara:2:24000";"1";"48000"
"kak 5 classic blueberry Rp41500";"[{""product"":""classic blueberry"",""quantity"":5,""price"":41500,""total_price"":207500}]";"classic blueberry:5:41500";"1";"207500"
"kak 1 honey rosella tea 9000";"[{""product"":""honey rosella tea"",""quantity"":1,""price"":9000,""total_price"":9000}]";"honey rosella tea:1:9000";"1";"9000"
"wkwk 2 egg rp 5000";"[{""product"":""egg"",""quantity"":2,""price"":5000,""total_price"":10000}]";"egg:2:5000";"1";"10000"
"kak satu jus sirsak jumbo 4500";"[{""product"":""jus sirsak jumbo"",""quantity"":1,""price"":4500,""total_price"":4500}]";"jus sirsak jumbo:1:4500";"1";"4500"
"1 es susu rasa lecy rp 6500 dan tiga dumpling bakar rp 39500 dan satu banaku Rp14500";"[{""product"":""es susu rasa lecy"",""quantity"":1,""price"":6500,""total_price"":6500},{""product"":""dumpling bakar"",""quantity"":3,""price"":39500,""total_price"":118500},{""product"":""banaku"",""quantity"":1,""price"":14500,""total_price"":14500}]";"es susu rasa lecy:1:6500|dumpling bakar:3:39500|banaku:1:14500";"3";"139500"
"satu chicken katsu agedashi tofu bento Rp14500";"[{""product"":""chicken katsu agedashi tofu bento"",""quantity"":1,""price"":14500,""total_price"":14500}]";"chicken katsu agedashi tofu bento:1:14500";"1";"14500"
"kak sobat hangat 11000";"[{""product"":""sobat hangat"",""quantity"":1,""price"":11000,""total_price"":11000}]";"sobat hangat:1:11000";"1";"11000"
"wkwk nasi penyet lele Rp42000";"[{""product"":""nasi penyet lele"",""quantity"":1,""price"":42000,""total_price"":42000}]";"nasi penyet lele:1:42000";"1";"42000"
"2 baso aci asli garut 19500";"[{""product"":""baso aci asli garut"",""quantity"":2,""price"":19500,""total_price"":39000}]";"baso aci asli garut:2:19500";"1";"39000"
"2 es mango booster rp 20500";"[{""product"":""es mango booster"",""quantity"":2,""price"":20500,""total_price"":41000}]";"es mango booster:2:20500";"1";"41000"
"wkwk es kopi susu pisang 15500 + satu tuna panini 19500 + ikan asin teri goreng Rp49000";"[{""product"":""es kopi susu pisang"",""quantity"":1,""price"":15500,""total_price"":15500},{""product"":""tuna panini"",""quantity"":1,""price"":19500,""total_price"":19500},{""product"":""ikan asin teri goreng"",""quantity"":1,""price"":49000,""total_price"":49000}]";"es kopi susu pisang:1:15500|tuna panini:1:19500|ikan asin teri goreng:1:49000";"3";"84000"
"4 daun ubi kuning segar 28500";"[{""product"":""daun ubi kuning segar"",""quantity"":4,""price"":28500,""total_price"":114000}]";"daun ubi kuning segar:4:28500";"1";"114000"
"satu strawberry frappe Rp32500 + 3 battered dory fish regular 30500";"[{""product"":""strawberry frappe"",""quantity"":1,""price"":32500,""total_price"":32500},{""product"":""battered dory fish regular"",""quantity"":3,""price"":30500,""total_price"":91500}]";"strawberry frappe:1:32500|battered dory fish regular:3:30500";"2";"124000"
"wkwk personal mandhi iga sapi Rp17000 dan 2 ice cream jasmine tea rp 3000";"[{""product"":""personal mandhi iga sapi"",""quantity"":1,""price"":17000,""total_price"":17000},{""product"":""ice cream jasmine tea"",""quantity"":2,""price"":3000,""total_price"":6000}]";"personal mandhi iga sapi:1:17000|ice cream jasmine tea:2:3000";"2";"23000"
"kak 1 bakpao obakdaging kecap Rp47000 dan satu salmon floss rp 42000";"[{""product"":""bakpao obakdaging kecap"",""quantity"":1,""price"":47000,""total_price"":47000},{""product"":""salmon floss"",""quantity"":1,""price"":42000,""total_price"":42000}]";"bakpao obakdaging kecap:1:47000|salmon floss:1:42000";"2";"89000"
"kak tiga bubur ayam Rp35500 + olahan ikan isi keju rp 50000";"[{""product"":""bubur ayam"",""quantity"":3,""price"":35500,""total_price"":106500},{""product"":""olahan ikan isi keju"",""quantity"":1,""price"":50000,""total_price"":50000}]";"bubur ayam:3:35500|olahan ikan isi keju:1:50000";"2";"156500"
"kak 2 hokubee beef ramen Rp41500";"[{""product"":""hokubee beef ramen"",""quantity"":2,""price"":41500,""total_price"":83000}]";"hokubee beef ramen:2:41500";"1";"83000"
"wkwk 3 nasi goreng kecap Rp26500";"[{""product"":""nasi goreng kecap"",""quantity"":3,""price"":26500,""total_price"":79500}]";"nasi goreng kecap:3:26500";"1";"79500"
"nasi goreng special nongki rp 37500";"[{""product"":""nasi goreng special nongki"",""quantity"":1,""price"":37500,""total_price"":37500}]";"nasi goreng special nongki:1:37500";"1";"37500"
"kak 2 porsi indomie rebus biasa Rp50000 sama seporsi the classic cheese burger Rp15000 sama 2 chocolatte panas rp 22500";"[{""product"":""indomie rebus biasa"",""quantity"":2,""price"":50000,""total_price"":100000},{""product"":""the classic cheese burger"",""quantity"":1,""price"":15000,""total_price"":15000},{""product"":""chocolatte panas"",""quantity"":2,""price"":22500,""total_price"":45000}]";"indomie rebus biasa:2:50000|the classic cheese burger:1:15000|chocolatte panas:2:22500";"3";"160000"
"kak satu box of happiness rp 33000";"[{""product"":""box of happiness"",""quantity"":1,""price"":33000,""total_price"":33000}]";"box of happiness:1:33000";"1";"33000"
"kak 2 porsi telur ayam dadar Rp20500";"[{""product"":""telur ayam dadar"",""quantity"":2,""price"":20500,""total_price"":41000}]";"telur ayam dadar:2:20500";"1";"41000"
"tiga brown sugar large 7500 sama fresh milk kurma 20000";"[{""product"":""brown sugar large"",""quantity"":3,""price"":7500,""total_price"":22500},{""product"":""fresh milk kurma"",""quantity"":1,""price"":20000,""total_price"":20000}]";"brown sugar large:3:7500|fresh milk kurma:1:20000";"2";"42500"
"1 daun oyong segar rp 35000";"[{""product"":""daun oyong segar"",""quantity"":1,""price"":35000,""total_price"":35000}]";"daun oyong segar:1:35000";"1";"35000"
"wkwk 4 tipis kering keju kraft Rp24000";"[{""product"":""tipis kering keju kraft"",""quantity"":4,""price"":24000,""total_price"":96000}]";"tipis kering keju kraft:4:24000";"1";"96000"
"kak lalapan ikan lele Rp35000 sama dua fried chicken dada rp 39000";"[{""product"":""lalapan ikan lele"",""quantity"":1,""price"":35000,""total_price"":35000},{""product"":""fried chicken dada"",""quantity"":2,""price"":39000,""total_price"":78000}]";"lalapan ikan lele:1:35000|fried chicken dada:2:39000";"2";"113000"
"kak tiga teh tawar hangat Rp31000";"[{""product"":""teh tawar hangat"",""quantity"":3,""price"":31000,""total_price"":93000}]";"teh tawar hangat:3:31000";"1";"93000"
"wkwk 2 lychee tea medium 32500 sama satu es milk tea Rp5000";"[{""product"":""lychee tea medium"",""quantity"":2,""price"":32500,""total_price"":65000},{""product"":""es milk tea"",""quantity"":1,""price"":5000,""total_price"":5000}]";"lychee tea medium:2:32500|es milk tea:1:5000";"2";"70000"
"wkwk elbidaya regal affogato Rp47000 sama 2 porsi tepung kacang kedelai rp 11500 sama kue ku ketan 4500";"[{""product"":""elbidaya regal affogato"",""quantity"":1,""price"":47000,""total_price"":47000},{""product"":""tepung kacang kedelai"",""quantity"":2,""price"":11500,""total_price"":23000},{""product"":""kue ku ketan"",""quantity"":1,""price"":4500,""total_price"":4500}]";"elbidaya regal affogato:1:47000|tepung kacang kedelai:2:11500|kue ku ketan:1:4500";"3";"74500"
"wkwk 1 hazelnuty non coffee Rp44500";"[{""product"":""hazelnuty non coffee"",""quantity"":1,""price"":44500,""total_price"":44500}]";"hazelnuty non coffee:1:44500";"1";"44500"
"wkwk 5 the heart  of sea 9500";"[{""product"":""the heart  of sea"",""quantity"":5,""price"":9500,""total_price"":47500}]";"the heart  of sea:5:9500";"1";"47500"
"sambel ati rp 43000 + dua melon kosong rp 20500";"[{""product"":""sambel ati"",""quantity"":1,""price"":43000,""total_price"":43000},{""product"":""melon kosong"",""quantity"":2,""price"":20500,""total_price"":41000}]";"sambel ati:1:43000|melon kosong:2:20500";"2";"84000"
"wkwk 2 porsi roti choco yellow rp 32500 dan 4 milky regal regular 45000";"[{""product"":""roti choco yellow"",""quantity"":2,""price"":32500,""total_price"":65000},{""product"":""milky regal regular"",""quantity"":4,""price"":45000,""total_price"":180000}]";"roti choco yellow:2:32500|milky regal regular:4:45000";"2";"245000"
"kak 1 ice lime tea 22500";"[{""product"":""ice lime tea"",""quantity"":1,""price"":22500,""total_price"":22500}]";"ice lime tea:1:22500";"1";"22500"
"satu teh hijau cold 14500";"[{""product"":""teh hijau cold"",""quantity"":1,""price"":14500,""total_price"":14500}]";"teh hijau cold:1:14500";"1";"14500"
"wkwk satu caramel late rp 22000 dan 2 porsi susu caramel Rp5500";"[{""product"":""caramel late"",""quantity"":1,""price"":22000,""total_price"":22000},{""product"":""susu caramel"",""quantity"":2,""price"":5500,""total_price"":11000}]";"caramel late:1:22000|susu caramel:2:5500";"2";"33000"
"1 ramerame biryani iga sapi rp 20000 + satu nasi kari limasari nasi putih 30500";"[{""product"":""ramerame biryani iga sapi"",""quantity"":1,""price"":20000,""total_price"":20000},{""product"":""nasi kari limasari nasi putih"",""quantity"":1,""price"":30500,""total_price"":30500}]";"ramerame biryani iga sapi:1:20000|nasi kari limasari nasi putih:1:30500";"2";"50500"
"seporsi plater sosis rp 29000 dan dua roti coklat bulat rp 10500";"[{""product"":""plater sosis"",""quantity"":1,""price"":29000,""total_price"":29000},{""product"":""roti coklat bulat"",""quantity"":2,""price"":10500,""total_price"":21000}]";"plater sosis:1:29000|roti coklat bulat:2:10500";"2";"50000"
"wkwk 5 selai pisang rp 6000";"[{""product"":""selai pisang"",""quantity"":5,""price"":6000,""total_price"":30000}]";"selai pisang:5:6000";"1";"30000"
"kak seporsi kimchi jjigae rp 31500";"[{""product"":""kimchi jjigae"",""quantity"":1,""price"":31500,""total_price"":31500}]";"kimchi jjigae:1:31500";"1";"31500"
"kak satu nutrisari lemon tea Rp4500";"[{""product"":""nutrisari lemon tea"",""quantity"":1,""price"":4500,""total_price"":4500}]";"nutrisari lemon tea:1:4500";"1";"4500"
"wkwk 1 sate barbar ayam ala carte Rp11500";"[{""product"":""sate barbar ayam ala carte"",""quantity"":1,""price"":11500,""total_price"":11500}]";"sate barbar ayam ala carte:1:11500";"1";"11500"
"wkwk dua seblak telor tulang 28500 dan coffeemix susu Rp3500";"[{""product"":""seblak telor tulang"",""quantity"":2,""price"":28500,""total_price"":57000},{""product"":""coffeemix susu"",""quantity"":1,""price"":3500,""total_price"":3500}]";"seblak telor tulang:2:28500|coffeemix susu:1:3500";"2";"60500"
"kak seporsi nasi goreng belacan Rp29500";"[{""product"":""nasi goreng belacan"",""quantity"":1,""price"":29500,""total_price"":29500}]";"nasi goreng belacan:1:29500";"1";"29500"
"wkwk seporsi coco soursop 38500";"[{""product"":""coco soursop"",""quantity"":1,""price"":38500,""total_price"":38500}]";"coco soursop:1:38500";"1";"38500"
"seporsi dark chocolit jumbo Rp10500";"[{""product"":""dark chocolit jumbo"",""quantity"":1,""price"":10500,""total_price"":10500}]";"dark chocolit jumbo:1:10500";"1";"10500"
"wkwk dua popcorn latte Rp5000";"[{""product"":""popcorn latte"",""quantity"":2,""price"":5000,""total_price"":10000}]";"popcorn latte:2:5000";"1";"10000"
"kak butterfly garlic Rp8000 sama 1 sweet chick Rp36500";"[{""product"":""butterfly garlic"",""quantity"":1,""price"":8000,""total_price"":8000},{""product"":""sweet chick"",""quantity"":1,""price"":36500,""total_price"":36500}]";"butterfly garlic:1:8000|sweet chick:1:36500";"2";"44500"
"nasi goreng dagingtelor 11000";"[{""product"":""nasi goreng dagingtelor"",""quantity"":1,""price"":11000,""total_price"":11000}]";"nasi goreng dagingtelor:1:11000";"1";"11000"
"1 soda 8500";"[{""product"":""soda"",""quantity"":1,""price"":8500,""total_price"":8500}]";"soda:1:8500";"1";"8500"
"kak 2 porsi fresh milk strawberry rp 41000";"[{""product"":""fresh milk strawberry"",""quantity"":2,""price"":41000,""total_price"":82000}]";"fresh milk strawberry:2:41000";"1";"82000"
